414	Malta	2019	79.9	83.8	23	25.9	70.9	71.9
415	Malta	2015	79.6	83.6	22.7	25.6	70.7	71.8
416	Malta	2010	78.2	82.5	21.5	24.7	69.6	71.1
417	Malta	2000	75.5	80.1	19	22.4	67.6	69.4
418	Mauritania	2019	68.1	68.7	19.1	18.9	60.2	59.4
419	Mauritania	2015	67.2	67.7	19	18.7	59.4	58.6
420	Mauritania	2010	65.4	65.9	18.7	18.3	57.9	57.1
421	Mauritania	2000	61.8	62.2	17.2	17	54.8	54
422	Mauritius	2019	71	77.3	18.5	22	62	65.9
423	Mauritius	2015	71	77.4	18.2	21.9	62	66.1
424	Mauritius	2010	69.8	76.8	17.4	21.2	61.3	65.6
425	Mauritius	2000	67.7	74.8	15.8	19.7	59.8	64.2
426	Mexico	2019	73.1	78.9	20.5	23.1	64.3	67.2
427	Mexico	2015	73.1	78.6	20.4	22.9	64.3	67.2
428	Mexico	2010	72.2	78	20.3	22.7	63.6	66.6
429	Mexico	2000	71.7	77.1	20.3	22.7	63.3	65.8
430	Micronesia (Federated States of)	2019	60.3	66	13.8	15.6	54.4	57.8
431	Micronesia (Federated States of)	2015	60.1	65.7	14	15.6	54.3	57.5
432	Micronesia (Federated States of)	2010	60	65.6	14.1	15.6	54.2	57.5
433	Micronesia (Federated States of)	2000	58.5	64.2	13.7	15.5	52.9	56.3
434	Mongolia	2019	63.8	72.8	14.2	18.5	57.1	63.8
435	Mongolia	2015	63.4	72.1	14.5	18.4	56.7	63.2
436	Mongolia	2010	61.1	69.5	13.3	16.9	54.8	61.1
437	Mongolia	2000	57.3	64.1	12	14.9	51.5	56.4
438	Montenegro	2019	73.2	78.7	17.4	21.3	65.2	68.7
439	Montenegro	2015	72.8	77.7	17.2	20.6	65.1	68.2
440	Montenegro	2010	72.3	77.1	17.5	20.3	64.6	67.8
441	Montenegro	2000	70.9	76.3	17.7	20.6	63.3	67
442	Morocco	2019	71.7	74.3	17.7	19.6	63.7	63.7
443	Morocco	2015	71.4	73.6	17.9	19.2	63.5	63.1
444	Morocco	2010	71.1	72.3	18.9	18.8	63.1	62.1
445	Morocco	2000	68.1	70.6	17.8	18.9	60.7	60.7
446	Mozambique	2019	54.5	61.7	13.3	17.8	47.9	52.8
447	Mozambique	2015	52.4	59.4	12.7	17.5	46.2	50.9
448	Mozambique	2010	50.7	56.3	12.5	17.4	44.6	48.3
449	Mozambique	2000	48.4	53.1	13.1	17.2	42.1	45.1
450	Myanmar	2019	65.9	72.2	16.2	19.6	58.8	62.8
451	Myanmar	2015	64.3	70.7	15.8	19.3	57.5	61.5
452	Myanmar	2010	61.6	67.9	15.1	18.6	55.2	59.1
453	Myanmar	2000	57.3	62.7	13.8	16.9	51.2	54.7
454	Namibia	2019	60.6	68.4	14.7	19.3	53.4	58.6
455	Namibia	2015	59.4	66.2	14.5	19.1	52.3	56.7
456	Namibia	2010	57.3	64.7	13.9	18.8	50.5	55.4
457	Namibia	2000	51	55.5	12.7	16.3	45.2	47.9
458	Nepal	2019	68.9	72.7	16.8	19.2	60.6	62.1
459	Nepal	2015	67.3	71.4	16.7	18.9	59.3	61.1
460	Nepal	2010	67.5	70.9	17.2	19	59.4	60.5
461	Nepal	2000	63.9	66.6	16.7	18.3	55.8	56.7
462	Netherlands	2019	80.4	83.1	23	25.1	71.3	71.5
463	Netherlands	2015	79.7	82.8	22.3	24.9	70.9	71.3
464	Netherlands	2010	78.7	82.5	21.6	24.8	70.3	71.4
465	Netherlands	2000	75.5	80.4	19.1	23.2	67.7	69.8
466	New Zealand	2019	80.4	83.5	23.8	25.8	69.6	70.8
467	New Zealand	2015	79.7	82.9	23.2	25.3	69.3	70.5
468	New Zealand	2010	79.1	82.7	23	25.4	69	70.6
469	New Zealand	2000	76	81.1	20.5	24.1	66.4	69.2
470	Nicaragua	2019	72.1	77.9	18	21.9	63.7	67.2
471	Nicaragua	2015	71.8	77.3	18.2	21.5	63.4	66.8
472	Nicaragua	2010	71.4	76.7	18	21.1	63	66.3
473	Nicaragua	2000	70.8	75.7	18.6	21.3	62.2	65.2
474	Niger	2019	62.1	64.6	16.6	17.8	55.3	55.8
475	Niger	2015	60.3	62.9	16.2	17.5	53.8	54.5
476	Niger	2010	57.8	60.2	15.9	17.2	51.6	52.2
477	Niger	2000	49.7	51	15.3	16.2	44.2	44.2
478	Nigeria	2019	61.2	64.1	17.6	18.9	53.9	54.9
479	Nigeria	2015	59.6	62.8	17.1	18.5	52.5	53.8
480	Nigeria	2010	57.8	60.8	16.5	18	51	52.1
481	Nigeria	2000	52.2	55.2	15.4	17	45.8	47.2
482	Norway	2019	81.1	84.1	23.5	25.8	71	71.6
483	Norway	2015	80.3	83.7	22.8	25.4	70.6	71.9
484	Norway	2010	78.8	82.9	21.9	25	69.3	71
485	Norway	2000	75.9	81.2	20	23.7	67	69.8
486	Oman	2019	73	75.3	17.2	18.5	64.5	64.5
487	Oman	2015	71.4	74.1	16	17.5	63.4	63.8
488	Oman	2010	69	72.5	15.2	16.8	61.5	62.7
489	Oman	2000	67.3	71.5	14.7	16.6	60.1	61.9
490	Pakistan	2019	64.6	66.7	16.8	17.8	56.9	56.8
491	Pakistan	2015	63.1	65.4	16.3	17.4	55.8	55.8
492	Pakistan	2010	61.5	63.9	15.8	17.1	54.4	54.5
493	Pakistan	2000	59.3	61	15.2	16.4	52.6	52.1
494	Panama	2019	76.6	82.1	22.6	26	67.4	70
495	Panama	2015	76.2	81.4	22.6	25.4	67	69.6
496	Panama	2010	74.6	80.6	21.7	25	65.9	69.1
497	Panama	2000	74.6	80.1	21.8	24.9	65.9	68.6
498	Papua New Guinea	2019	63.4	67.4	15.4	17.6	56.2	58.1
499	Papua New Guinea	2015	62.6	66.5	15.2	17.5	55.5	57.4
500	Papua New Guinea	2010	61.5	65.4	14.9	17.2	54.5	56.4
501	Papua New Guinea	2000	61.1	65.6	15	17.6	54.1	56.5
502	Paraguay	2019	73.1	78.8	20.2	23.5	64.5	67.3
503	Paraguay	2015	72.8	78.6	20.2	23.5	64.3	67.1
504	Paraguay	2010	72.5	77.7	20.2	23	64.1	66.5
505	Paraguay	2000	72.6	77.1	20.7	23.3	64.1	66
506	Peru	2019	78.5	81.3	23.7	25.1	69.2	69.8
507	Peru	2015	77.6	80.6	23.3	24.7	68.5	69.2
508	Peru	2010	75.6	78.9	22.2	23.8	67	67.9
509	Peru	2000	72.9	75.9	21.6	22.9	64.6	65.3
510	Philippines	2019	67.4	73.6	15.8	19.6	60.1	63.9
511	Philippines	2015	67.1	73.7	15.8	19.7	59.9	64
512	Philippines	2010	66.6	73.5	16	19.9	59.5	63.8
513	Philippines	2000	65.5	72.9	15.5	19.7	58.2	63.1
514	Poland	2019	74.5	81.9	19.5	24.3	65.9	71.3
515	Poland	2015	73.4	81.1	18.8	23.7	65.1	70.9
516	Poland	2010	72.1	80.4	18.2	23.3	64	70.2
517	Poland	2000	69.5	77.9	16.5	21.4	61.9	68.1
518	Portugal	2019	78.6	84.4	22.1	26.3	69.6	72.2
519	Portugal	2015	77.9	83.7	21.7	25.6	69	71.8
520	Portugal	2010	76.6	82.7	20.9	25	67.8	70.8
521	Portugal	2000	73.1	80.1	19.1	23.1	65	68.7
522	Qatar	2019	78	76.6	20.6	18.4	68.1	65.1
523	Qatar	2015	77.2	75.9	20.1	17.9	67.4	64.5
524	Qatar	2010	75	73.9	18.7	16.1	65.8	63.1
525	Qatar	2000	71.1	71.7	16.4	15.2	62.8	61.4
526	Republic of Korea	2019	80.3	86.1	23.4	27.9	71.3	74.7
527	Republic of Korea	2015	79	85.1	22.3	26.9	70.2	73.7
528	Republic of Korea	2010	77.1	83.8	21.1	25.9	68.7	72.9
529	Republic of Korea	2000	72.5	79.8	18.1	22.7	64.9	69.7
530	Republic of Moldova	2019	69.3	77.1	16.6	20.9	61.9	67.1
531	Republic of Moldova	2015	67.2	75	15.6	19.5	60.2	65.5
532	Republic of Moldova	2010	64.6	73.1	14.5	18.2	58.1	64
533	Republic of Moldova	2000	63.1	70.5	14	17.2	56.7	61.8
534	North Macedonia	2019	72.8	76.9	17	19.6	65.1	67.3
535	North Macedonia	2015	71.7	75.9	16.6	19.2	64.2	66.5
536	North Macedonia	2010	70.9	75.4	16.1	18.7	63.6	66.2
537	North Macedonia	2000	68.9	73.5	15.2	17.7	61.8	64.6
538	Romania	2019	72	79.3	17.8	22.4	64.3	69.4
539	Romania	2015	71.3	78.4	17.6	21.9	63.8	68.8
540	Romania	2010	70.1	77.4	17.1	21.1	62.8	68.1
541	Romania	2000	68	74.9	16.4	19.7	60.7	65.9
542	Russian Federation	2019	68.2	78	16.8	22.2	60.7	67.5
543	Russian Federation	2015	65.8	76.6	15.9	21.4	58.8	66.5
544	Russian Federation	2010	62.9	74.7	14.5	20.2	56.2	64.9
545	Russian Federation	2000	59	72.3	13.3	18.7	52.4	62.8
546	Rwanda	2019	66.9	71.2	16.6	19.2	59	61.4
547	Rwanda	2015	65.5	69.8	16.5	19.1	57.6	60.1
548	Rwanda	2010	62.3	66.5	15.9	18.6	54.8	57.1
549	Rwanda	2000	45.9	49.2	11.8	15	40.4	42
550	Saint Lucia	2019	71.3	77.7	19.2	22.9	63	66.6
551	Saint Lucia	2015	71.8	78.5	19.8	23.8	63.4	67.3
552	Saint Lucia	2010	71.9	78.9	19.9	24.3	63.5	67.7
553	Saint Lucia	2000	70.3	76.3	18.5	21.7	62.4	65.8
554	Saint Vincent and the Grenadines	2019	71.3	75.3	20.2	21.6	62.9	65.1
555	Saint Vincent and the Grenadines	2015	70.3	74.9	19.2	21	62.2	64.9
556	Saint Vincent and the Grenadines	2010	70.9	75	19	20.7	62.9	65.2
557	Saint Vincent and the Grenadines	2000	68.5	72.8	17.5	19.5	61.1	63.4
558	Samoa	2019	69.2	71.8	17.4	18.3	61.8	62.5
559	Samoa	2015	68.7	71.5	17.1	18.2	61.5	62.3
560	Samoa	2010	68.1	71.2	16.8	18.1	61	62.1
561	Samoa	2000	66.5	70.8	16.1	18	59.7	61.9
562	Sao Tome and Principe	2019	68.8	72	16.7	18.6	60.9	62.2
563	Sao Tome and Principe	2015	68	71.1	16.7	18.4	60.4	61.5
564	Sao Tome and Principe	2010	66.9	69.5	16.7	18.1	59.3	60.2
565	Sao Tome and Principe	2000	62.5	64.3	16.6	17.5	55.5	55.7
566	Saudi Arabia	2019	73.1	76.1	19.3	20.8	63.8	64.4
567	Saudi Arabia	2015	71.7	75.2	18.4	20.3	62.8	63.8
568	Saudi Arabia	2010	70.4	73.7	17.4	19.3	61.9	62.6
569	Saudi Arabia	2000	69.6	71.6	16.9	18.2	61.2	61
570	Senegal	2019	66.8	70.1	17.2	18.9	58.8	59.9
571	Senegal	2015	65.5	68.8	16.8	18.7	57.6	58.7
572	Senegal	2010	63.7	67.2	16.5	18.5	56	57.3
573	Senegal	2000	56.9	60.3	15.5	17.6	50.1	51.5
574	Serbia	2019	73.5	78.3	17.9	21.1	65.4	68.4
575	Serbia	2015	72.7	77.8	17.6	20.7	64.8	68.1
576	Serbia	2010	71.6	76.8	17.1	20	64	67.4
577	Serbia	2000	68.7	74.3	15.7	18.4	61.5	65.4
578	Seychelles	2019	70	77.1	17.5	21.5	61.9	66.4
579	Seychelles	2015	70	76.8	17.6	21.4	61.9	66.3
580	Seychelles	2010	69.6	76.8	17.1	21.4	61.8	66.4
581	Seychelles	2000	67.8	76.3	16.6	21.1	60.3	66.1
582	Sierra Leone	2019	59.6	61.9	16.4	17.4	52.5	53.3
583	Sierra Leone	2015	55.9	57.9	15.8	16.8	49.4	50
584	Sierra Leone	2010	53.7	55.8	15	16.3	47.4	48.1
585	Sierra Leone	2000	46.8	50.7	14.3	16.3	40.9	43.5
586	Singapore	2019	81	85.5	23.8	27.2	72.4	74.7
587	Singapore	2015	80.7	84.9	23.3	26.7	72.1	74.3
588	Singapore	2010	79.4	84	22.2	25.8	71.1	73.6
589	Singapore	2000	76.2	80.7	19.7	23.1	68.2	70.8
590	Slovakia	2019	74.8	81.4	19.3	23.9	66.2	70.8
591	Slovakia	2015	73.5	80.4	18.4	23	65.1	70
592	Slovakia	2010	71.7	79.1	17.2	21.9	63.7	69.1
593	Slovakia	2000	69.2	77.4	15.9	20.7	61.6	67.8
594	Slovenia	2019	78.6	84.1	21.8	25.6	69	72.5
595	Slovenia	2015	77.6	83.3	21.1	25.2	68.1	71.9
596	Slovenia	2010	76.2	82.7	20.3	24.8	67	71.4
597	Slovenia	2000	72.2	79.7	17.7	22.7	63.8	69.1
598	Solomon Islands	2019	62.9	67.9	14.7	16.3	56.5	59.1
599	Solomon Islands	2015	62.3	67.4	14.5	16.1	56.1	58.8
600	Solomon Islands	2010	61.3	66.4	14.1	15.7	55.3	58.1
601	Solomon Islands	2000	60.1	65.2	13.7	15.3	54.4	57.2
602	Somalia	2019	54	59.2	13.2	16	48.3	51.3
603	Somalia	2015	52.2	57.3	12.8	15.8	46.7	49.7
604	Somalia	2010	49.5	54.9	12.2	15.4	44.4	47.7
605	Somalia	2000	47.6	52.6	11.6	14.7	42.7	45.5
606	South Africa	2019	62.2	68.3	17.3	20.5	54.6	57.7
607	South Africa	2015	59.8	65.3	15.9	19.1	52.7	55.5
608	South Africa	2010	55	59.2	15.1	18.5	48.7	50.5
609	South Africa	2000	53.1	58.6	14.4	18	47.1	50
610	South Sudan	2019	60.8	64.8	16.6	18.9	52.9	54.5
611	South Sudan	2015	59.8	64.3	16.2	18.7	52.1	54
612	South Sudan	2010	59.2	63.1	15.9	18.5	51.7	53.1
613	South Sudan	2000	52.1	56.4	15	17.7	45.4	47.4
614	Spain	2019	80.7	85.7	23.3	27.3	71.3	72.9
615	Spain	2015	79.7	84.9	22.6	26.7	70.6	72.4
616	Spain	2010	78.8	84.6	22.2	26.5	69.8	72.2
617	Spain	2000	75.7	82.5	20.3	24.8	67.1	71
618	Sri Lanka	2019	73.8	79.8	18.6	22.6	65.1	69
619	Sri Lanka	2015	73	79.4	18.6	22.6	64.4	68.6
620	Sri Lanka	2010	69.4	77.3	18.1	21.8	61.5	67
621	Sri Lanka	2000	67.9	76.3	18.1	21.2	60.1	66.2
622	Sudan	2019	67.6	70.8	17.8	19.4	59.6	60.3
623	Sudan	2015	66.2	69.7	17.7	19.3	58.4	59.4
624	Sudan	2010	64.7	68.4	17.3	19.1	57.2	58.3
625	Sudan	2000	60.4	64.7	16.2	18.3	53.5	55.1
626	Suriname	2019	68.5	74.6	16.4	20.5	60.7	64.2
627	Suriname	2015	69.5	75.8	17.8	21.8	61.4	65
628	Suriname	2010	68.7	75.1	18	21.5	60.8	64.6
629	Suriname	2000	67.1	73	17.4	20.5	59.7	63
630	Sweden	2019	80.8	84	23.3	25.6	71.7	72.1
631	Sweden	2015	80	83.5	22.7	25.3	71	71.8
632	Sweden	2010	79.4	83.1	22.2	25	70.7	71.7
633	Sweden	2000	77.3	81.8	20.6	24.1	69	70.7
634	Switzerland	2019	81.8	85.1	24.1	26.6	72.2	72.8
635	Switzerland	2015	80.6	84.5	23.3	26.2	71.2	72.3
636	Switzerland	2010	80	84.2	22.9	26.2	70.6	72
637	Switzerland	2000	76.9	82.3	20.8	24.8	67.9	70.6
638	Syrian Arab Republic	2019	71.2	74.3	18.2	19.3	62.5	63.3
639	Syrian Arab Republic	2015	60.9	68.4	15.5	17	54.1	58.8
640	Syrian Arab Republic	2010	73.2	75.6	18.9	19.6	65.2	65.1
641	Syrian Arab Republic	2000	70.4	72.7	17.4	18	62.9	62.8
642	Tajikistan	2019	67.6	71.5	15.1	17.2	60.9	63.2
643	Tajikistan	2015	66.7	70.8	14.5	16.7	60.3	62.7
644	Tajikistan	2010	66	70.2	14.7	16.6	59.7	62.2
645	Tajikistan	2000	63.5	67.8	16.4	18	57	59.8
646	Thailand	2019	74.4	81	22.1	24.8	65.9	70.6
647	Thailand	2015	74.1	80.7	22.2	24.7	65.7	70.3
648	Thailand	2010	73.2	79.3	21.7	23.8	65	69.2
649	Thailand	2000	67.5	75.2	19.3	22.1	59.9	65.5
650	Timor-Leste	2019	67.9	71.4	16.9	18.9	59.8	62
651	Timor-Leste	2015	67.3	70.5	17.2	18.8	59.4	61.3
652	Timor-Leste	2010	66.8	69.4	17.7	18.8	58.4	60.2
653	Timor-Leste	2000	61.9	63.4	17.7	18	52.4	53.7
654	Togo	2019	61.5	67.2	15.4	18.6	54.7	57.8
655	Togo	2015	59.2	64.8	14.8	18.3	52.8	55.8
656	Togo	2010	57	61.8	14.2	17.8	50.8	53.2
657	Togo	2000	53.9	58.1	14	17.4	48	50
658	Tonga	2019	69.8	75.6	17	21.2	62.7	65.5
659	Tonga	2015	69.4	75.5	16.8	21.1	62.5	65.6
660	Tonga	2010	69.1	75.5	16.7	21.2	62.3	65.5
661	Tonga	2000	68	74.2	15.5	20.8	61.5	64.5
662	Trinidad and Tobago	2019	72.5	79.9	20.4	25	64	68.6
663	Trinidad and Tobago	2015	71.1	78.3	19.4	23.7	62.9	67.6
664	Trinidad and Tobago	2010	68.7	75.7	17.6	21.5	61.2	65.6
665	Trinidad and Tobago	2000	66.9	72.6	16.4	19.8	59.8	63.1
666	Tunisia	2019	74.9	79.2	20.2	22.8	66.1	67.7
667	Tunisia	2015	74.6	78.8	19.9	22.5	66	67.5
668	Tunisia	2010	73.9	78.2	19.6	22.1	65.5	67.1
669	Tunisia	2000	71.9	76.5	18.9	21.5	63.9	65.8
670	Turkey	2019	76.4	80.7	20.6	23.2	67.8	69
671	Turkey	2015	75.4	80.1	19.9	22.9	66.9	68.4
672	Turkey	2010	74.6	79.1	19.8	22.6	66.3	67.6
673	Turkey	2000	71.9	76.8	20.1	22.7	64.1	65.8
674	Turkmenistan	2019	66.5	73	17.1	20.1	59.9	64.3
675	Turkmenistan	2015	65.7	72.6	16.3	19.6	59.4	64
676	Turkmenistan	2010	63.6	71.1	15.3	18.8	57.6	62.7
677	Turkmenistan	2000	59.3	67.4	14.4	17.8	53.8	59.6
678	Uganda	2019	63.2	70.1	15.7	19.4	56	60.4
679	Uganda	2015	60.8	68.1	15.2	19.2	53.9	58.7
680	Uganda	2010	57	62.2	14.4	18.7	50.6	53.6
681	Uganda	2000	46.8	50.8	12.5	16.6	41.4	43.7
682	Ukraine	2019	68	77.8	16.4	21.7	60.6	67.8
683	Ukraine	2015	67.2	77	15.9	21.1	60.1	67.3
684	Ukraine	2010	65.2	75.1	14.9	19.8	58.5	65.8
685	Ukraine	2000	62.1	73.2	14	18.8	55.5	64.1
686	United Arab Emirates	2019	75.1	78.4	19.2	21.7	65.8	66.2
687	United Arab Emirates	2015	74.3	77.8	18.6	21.3	65.3	65.7
688	United Arab Emirates	2010	73.9	77.4	18.8	21.2	64.9	65.3
689	United Arab Emirates	2000	72.2	75.1	18	19.8	63.7	63.8
690	United Kingdom of Great Britain and Northern Ireland	2019	79.8	83	23	25.2	69.6	70.6
691	United Kingdom of Great Britain and Northern Ireland	2015	78.9	82.3	22.3	24.6	69	70.3
692	United Kingdom of Great Britain and Northern Ireland	2010	78.3	82.1	22	24.6	68.7	70.2
693	United Kingdom of Great Britain and Northern Ireland	2000	75.5	80.1	19.5	22.9	66.5	68.6
694	United Republic of Tanzania	2019	65.4	69.3	17.1	19.1	57.6	59.3
695	United Republic of Tanzania	2015	63.4	67.3	16.7	18.7	55.9	57.6
696	United Republic of Tanzania	2010	60	62.6	16	18.3	52.9	53.7
697	United Republic of Tanzania	2000	51.3	53.6	14.3	17.4	45	45.8
698	United States of America	2019	76.3	80.7	21.8	24.4	65.2	67
699	United States of America	2015	76.3	80.8	21.7	24.4	65.6	67.5
700	United States of America	2010	76.3	80.8	21.5	24.2	65.7	67.7
701	United States of America	2000	74.1	79.2	19.8	22.8	64.6	67
702	Uruguay	2019	73.5	80.6	19	24	65.4	69.5
703	Uruguay	2015	73.3	80.6	19	24.1	65.3	69.6
704	Uruguay	2010	72.5	80	18.4	23.7	64.9	69.3
705	Uruguay	2000	70.8	78.8	17.7	23.1	63.5	68.4
706	Uzbekistan	2019	70.8	75.2	17.3	19.8	63.5	65.8
707	Uzbekistan	2015	69	73.9	16.4	19	62.2	64.8
708	Uzbekistan	2010	67.5	72.9	15.7	18.7	60.8	63.9
709	Uzbekistan	2000	62.4	68.2	14.8	17.1	56.3	59.9
710	Vanuatu	2019	62.7	68.3	14.8	16.7	56.4	59.4
711	Vanuatu	2015	62	67.7	14.7	16.5	55.9	59
712	Vanuatu	2010	61.9	67.5	14.5	16.4	55.9	58.9
713	Vanuatu	2000	61.4	66.9	14.2	16	55.3	58.6
714	Venezuela (Bolivarian Republic of)	2019	69.9	78.2	19.7	23.6	61.9	67.1
715	Venezuela (Bolivarian Republic of)	2015	70.6	79	19.9	23.7	62.5	67.8
716	Venezuela (Bolivarian Republic of)	2010	70.8	79	20	23.6	62.8	67.9
717	Venezuela (Bolivarian Republic of)	2000	70.5	77.9	19.6	22.9	62.5	67
718	Viet Nam	2019	69.6	78.1	16.9	22	62.4	68.3
719	Viet Nam	2015	68.9	77.6	16.7	21.8	62	67.9
720	Viet Nam	2010	68.4	77.1	16.5	21.5	61.6	67.5
721	Viet Nam	2000	67.3	75.6	16.4	21	60.6	66
722	Yemen	2019	64.4	68.9	16.8	18.7	56.9	58.2
723	Yemen	2015	65.4	69.6	17	18.9	57.9	58.8
724	Yemen	2010	65.9	69.6	16.8	18.7	58.4	58.9
725	Yemen	2000	60.9	64.7	15.7	17.9	54.1	54.9
726	Zambia	2019	59.5	65.4	14.7	18	52.5	56.3
727	Zambia	2015	57.9	63	14.3	17.7	51.1	54.3
728	Zambia	2010	54.3	59.1	13.4	17.1	47.9	51
729	Zambia	2000	43.7	45.2	11.6	14.7	38.6	39.3
730	Zimbabwe	2019	57.5	63.6	13.6	17	51.2	54.8
731	Zimbabwe	2015	55.7	61	13.2	16.5	49.6	52.6
732	Zimbabwe	2010	49.6	53.2	12.4	15.4	44.2	46.1
733	Zimbabwe	2000	45.1	48.1	11.7	17.1	40.4	41.8
